epoch,train_loss,val_ap,val_auc,test_ap,test_auc,train_wall_s,val_wall_s,test_wall_s,cumulative_train_wall_s,cumulative_epoch_wall_s,val_score_path,test_score_path
1,0.6533670425415039,0.7055836494383491,,0.10449575629659481,0.23701672154159015,37.551977,2.428621,49.675437,37.551977,89.656035,/home/wzq/TGN-benchmark/systems/EAGLE/reports/smoke_eagle_probe_lastfm/tta/workspace/time_epoch_scores/lastfm/topk_20_flag_last_lr_0.0001_wd_5e-05_bs_200/val_epoch_1.pkl,/home/wzq/TGN-benchmark/systems/EAGLE/reports/smoke_eagle_probe_lastfm/tta/workspace/time_epoch_scores/lastfm/topk_20_flag_last_lr_0.0001_wd_5e-05_bs_200/test_epoch_1.pkl
